student_id,subject_id,teacher_id,exam_1,exam_2,exam_3,attendance,final_score,date
STU_0b9e71ba,SUB_HIS_105,TCH_59cac908,93.58,99.13,52.21,6,81.64,2025-07-03
STU_0b9e71ba,SUB_BIO_910,TCH_59cac908,50.89,70.53,59.75,7,60.39,2025-09-18
STU_0b9e71ba,SUB_ENG_307,TCH_2b2625e5,56.79,83.79,77.29,8,72.62,2025-04-10
STU_0b9e71ba,SUB_PHY_117,TCH_2b2625e5,98.03,92.31,94.16,6,94.83,2025-05-25
STU_0b9e71ba,SUB_MAT_392,TCH_61765dbd,63.87,87.56,89.02,8,80.15,2025-06-07
STU_f7acc6f2,SUB_CHE_148,TCH_59cac908,93.84,71.89,72.76,8,79.5,2025-07-03
STU_f7acc6f2,SUB_ENG_307,TCH_82b5b2da,98.57,58.96,75.24,7,77.59,2025-01-31
STU_f7acc6f2,SUB_MAT_392,TCH_fc41ed5e,52.04,80.17,83.39,8,71.87,2025-11-05
STU_fe07abc9,SUB_CHE_148,TCH_b0dd4864,75.81,71.9,60.98,7,69.56,2025-06-14
STU_fe07abc9,SUB_BIO_910,TCH_b0dd4864,85.56,64.16,83.41,7,77.71,2025-01-23
STU_fe07abc9,SUB_ART_886,TCH_82b5b2da,81.73,83.15,86.43,10,83.77,2025-02-28
STU_fe07abc9,SUB_COM_142,TCH_59cac908,80.51,55.78,65.71,5,67.33,2025-03-29
STU_be2fe302,SUB_PHY_117,TCH_fc41ed5e,98.67,54.38,67.21,8,73.42,2025-06-02
STU_be2fe302,SUB_ENG_307,TCH_fc41ed5e,57.89,76.04,60.49,8,64.81,2025-04-06
STU_be2fe302,SUB_MAT_392,TCH_b9608476,70.5,53.09,99.03,9,74.21,2025-03-03
STU_be2fe302,SUB_HIS_105,TCH_61765dbd,51.54,92.18,73.05,6,72.26,2025-03-27
STU_7fa1e58f,SUB_HIS_105,TCH_7602e517,52.32,57.48,86.19,8,65.33,2025-03-13
STU_7fa1e58f,SUB_PHY_117,TCH_61765dbd,94.43,97.0,73.91,8,88.45,2025-01-30
STU_7fa1e58f,SUB_ART_886,TCH_b9608476,50.52,55.58,68.42,7,58.17,2025-09-29
STU_7fa1e58f,SUB_BIO_910,TCH_82b5b2da,68.38,93.66,52.87,7,71.64,2025-10-12
STU_7fa1e58f,SUB_COM_142,TCH_be7faa8a,93.58,75.54,70.52,9,79.88,2025-01-22
STU_b18fac38,SUB_PHY_117,TCH_fc41ed5e,90.23,72.18,61.57,9,74.66,2025-01-29
STU_b18fac38,SUB_ART_886,TCH_59cac908,60.51,69.83,66.08,9,65.47,2025-07-02
STU_b18fac38,SUB_ENG_307,TCH_2b2625e5,71.92,95.98,70.24,10,79.38,2025-02-12
STU_b18fac38,SUB_CHE_148,TCH_29eb2101,60.34,77.5,53.39,9,63.74,2025-01-10
STU_43b2b403,SUB_MAT_392,TCH_b0dd4864,98.69,76.73,61.83,7,79.08,2025-07-19
STU_43b2b403,SUB_PHY_117,TCH_59cac908,86.59,91.32,61.79,8,79.9,2025-07-30
STU_43b2b403,SUB_CHE_148,TCH_61765dbd,50.13,93.64,89.43,9,77.73,2025-01-09
STU_e173d835,SUB_MAT_392,TCH_fc41ed5e,87.8,83.46,79.36,6,83.54,2025-05-29
STU_e173d835,SUB_COM_142,TCH_fc41ed5e,75.9,84.58,77.41,8,79.3,2025-11-04
STU_e173d835,SUB_ART_886,TCH_fc41ed5e,72.89,57.02,99.45,6,76.45,2025-06-17
STU_e173d835,SUB_BIO_910,TCH_fc41ed5e,68.49,62.61,53.88,7,61.66,2025-05-22
STU_d2897b5a,SUB_ENG_307,TCH_82b5b2da,77.59,57.31,59.22,10,64.71,2025-03-27
STU_d2897b5a,SUB_HIS_105,TCH_b0dd4864,73.7,85.13,79.45,6,79.43,2025-10-27
STU_d2897b5a,SUB_ART_886,TCH_b9608476,60.82,50.93,96.42,7,69.39,2025-07-28
STU_d2897b5a,SUB_MAT_392,TCH_7602e517,94.48,95.31,51.4,7,80.4,2025-08-06
STU_d2897b5a,SUB_PHY_117,TCH_2b2625e5,51.46,57.85,51.94,8,53.75,2025-02-28
STU_78d8ee30,SUB_ART_886,TCH_59cac908,55.32,65.63,50.29,7,57.08,2025-10-09
STU_78d8ee30,SUB_BIO_910,TCH_29eb2101,66.32,95.63,62.11,9,74.69,2025-01-23
STU_78d8ee30,SUB_ENG_307,TCH_fc41ed5e,67.16,52.28,87.21,8,68.88,2025-04-04
STU_78d8ee30,SUB_PHY_117,TCH_b0dd4864,95.09,50.77,93.01,5,79.62,2025-04-20
STU_78d8ee30,SUB_HIS_105,TCH_61765dbd,66.14,57.7,71.91,9,65.25,2025-10-16
STU_c580a3fd,SUB_HIS_105,TCH_b0dd4864,60.39,59.57,96.96,9,72.31,2025-10-22
STU_c580a3fd,SUB_BIO_910,TCH_2b2625e5,58.03,58.2,95.21,9,70.48,2025-10-22
STU_c580a3fd,SUB_CHE_148,TCH_b0dd4864,96.1,70.44,87.7,10,84.75,2025-01-12
STU_c580a3fd,SUB_ART_886,TCH_59cac908,85.47,52.65,52.29,8,63.47,2025-01-23
STU_70297f42,SUB_MAT_392,TCH_be7faa8a,52.35,73.79,80.0,9,68.71,2025-04-25
STU_70297f42,SUB_ART_886,TCH_82b5b2da,99.26,76.22,81.41,7,85.63,2025-09-09
STU_70297f42,SUB_CHE_148,TCH_61765dbd,71.7,75.51,85.79,6,77.67,2025-06-29
STU_70297f42,SUB_HIS_105,TCH_7602e517,78.54,71.18,75.59,8,75.1,2025-02-17
STU_70297f42,SUB_ENG_307,TCH_29eb2101,65.52,86.76,81.89,7,78.06,2025-02-18
STU_eb74d338,SUB_MAT_392,TCH_be7faa8a,76.18,53.17,82.32,8,70.56,2025-01-08
STU_eb74d338,SUB_CHE_148,TCH_7602e517,65.8,59.72,66.31,7,63.94,2025-04-10
STU_eb74d338,SUB_PHY_117,TCH_61765dbd,86.18,90.22,50.95,8,75.78,2025-07-21
STU_eb74d338,SUB_HIS_105,TCH_7602e517,95.84,99.39,75.3,10,90.18,2025-02-19
STU_eb74d338,SUB_ART_886,TCH_b0dd4864,79.82,51.1,79.88,8,70.27,2025-06-27
STU_1b8eaad0,SUB_ENG_307,TCH_29eb2101,54.0,65.27,75.04,8,64.77,2025-11-05
STU_1b8eaad0,SUB_BIO_910,TCH_2b2625e5,54.61,72.67,85.16,8,70.81,2025-10-30
STU_1b8eaad0,SUB_PHY_117,TCH_7602e517,87.82,95.6,82.18,10,88.53,2025-01-08
STU_1b8eaad0,SUB_COM_142,TCH_2b2625e5,90.07,82.83,89.19,9,87.36,2025-05-21
STU_e434e4b1,SUB_COM_142,TCH_be7faa8a,97.06,52.92,57.01,9,69.0,2025-07-02
STU_e434e4b1,SUB_MAT_392,TCH_be7faa8a,97.88,76.73,59.29,9,77.97,2025-11-23
STU_e434e4b1,SUB_BIO_910,TCH_59cac908,69.39,55.38,73.41,9,66.06,2025-01-30
STU_e434e4b1,SUB_ART_886,TCH_59cac908,99.8,81.3,90.75,8,90.62,2025-10-13
STU_7610b8fe,SUB_CHE_148,TCH_b0dd4864,97.89,97.98,56.61,5,84.16,2025-08-03
STU_7610b8fe,SUB_ART_886,TCH_be7faa8a,64.23,99.16,55.56,9,72.98,2025-02-23
STU_7610b8fe,SUB_COM_142,TCH_61765dbd,56.75,66.53,75.67,7,66.32,2025-08-22
STU_7048702f,SUB_BIO_910,TCH_be7faa8a,83.42,97.6,66.54,8,82.52,2025-09-18
STU_7048702f,SUB_ENG_307,TCH_be7faa8a,63.85,73.41,91.71,10,76.32,2025-10-12
STU_7048702f,SUB_MAT_392,TCH_82b5b2da,55.7,64.68,54.2,8,58.19,2025-08-17
STU_7048702f,SUB_CHE_148,TCH_b0dd4864,55.08,81.91,96.78,9,77.92,2025-02-17
STU_07bc7763,SUB_BIO_910,TCH_61765dbd,51.91,63.57,92.2,7,69.23,2025-03-29
STU_07bc7763,SUB_MAT_392,TCH_82b5b2da,94.77,57.18,67.4,10,73.12,2025-02-13
STU_07bc7763,SUB_COM_142,TCH_82b5b2da,91.57,94.11,95.24,8,93.64,2025-03-21
STU_07bc7763,SUB_ART_886,TCH_61765dbd,71.81,95.55,68.43,9,78.6,2025-10-25
STU_07bc7763,SUB_PHY_117,TCH_fc41ed5e,68.74,72.04,70.98,8,70.59,2025-08-02
STU_3f1575a4,SUB_PHY_117,TCH_29eb2101,95.37,57.36,85.58,8,79.44,2025-01-01
STU_3f1575a4,SUB_ART_886,TCH_fc41ed5e,82.56,67.92,51.5,9,67.33,2025-01-13
STU_3f1575a4,SUB_CHE_148,TCH_b9608476,51.35,88.16,52.05,9,63.85,2025-03-09
STU_cef4711c,SUB_CHE_148,TCH_59cac908,98.29,74.0,99.77,8,90.69,2025-10-08
STU_cef4711c,SUB_BIO_910,TCH_2b2625e5,79.79,98.39,54.18,6,77.45,2025-08-31
STU_cef4711c,SUB_PHY_117,TCH_29eb2101,85.35,64.02,64.06,4,71.14,2025-07-06
STU_cef4711c,SUB_MAT_392,TCH_b9608476,62.66,78.34,61.71,7,67.57,2025-09-04
STU_cef4711c,SUB_ENG_307,TCH_59cac908,84.71,78.64,70.34,8,77.9,2025-06-10
STU_322ae704,SUB_MAT_392,TCH_fc41ed5e,64.47,75.7,87.21,10,75.79,2025-04-16
STU_322ae704,SUB_CHE_148,TCH_b0dd4864,73.91,85.99,77.26,9,79.05,2025-02-27
STU_322ae704,SUB_COM_142,TCH_fc41ed5e,59.88,54.1,59.73,8,57.9,2025-07-29
STU_322ae704,SUB_ENG_307,TCH_7602e517,79.37,72.49,67.3,8,73.05,2025-07-14
STU_99925abe,SUB_COM_142,TCH_61765dbd,54.99,78.52,89.54,7,74.35,2025-01-15
STU_99925abe,SUB_MAT_392,TCH_61765dbd,94.6,79.98,59.62,8,78.07,2025-11-11
STU_99925abe,SUB_ENG_307,TCH_59cac908,53.21,86.02,67.44,10,68.89,2025-09-15
STU_99925abe,SUB_CHE_148,TCH_7602e517,53.69,66.18,83.77,7,67.88,2025-05-11
STU_15bb5deb,SUB_PHY_117,TCH_be7faa8a,95.09,81.28,66.72,8,81.03,2025-09-19
STU_15bb5deb,SUB_ART_886,TCH_b9608476,51.89,56.46,86.91,6,65.09,2025-04-24
STU_15bb5deb,SUB_COM_142,TCH_59cac908,72.67,50.71,63.87,8,62.42,2025-06-23
STU_7aa514b1,SUB_ENG_307,TCH_b9608476,88.14,96.23,53.81,10,79.39,2025-03-02
STU_7aa514b1,SUB_HIS_105,TCH_b9608476,86.36,81.81,82.34,9,83.5,2025-06-11
STU_7aa514b1,SUB_PHY_117,TCH_82b5b2da,96.87,78.41,92.92,9,89.4,2025-09-30
STU_7aa514b1,SUB_CHE_148,TCH_7602e517,69.5,59.71,97.43,7,75.55,2025-11-18
STU_7aa514b1,SUB_BIO_910,TCH_59cac908,71.92,83.36,56.26,8,70.51,2025-06-10
STU_99ae6ebf,SUB_ENG_307,TCH_b0dd4864,73.9,86.5,97.59,7,86.0,2025-04-06
STU_99ae6ebf,SUB_ART_886,TCH_b0dd4864,73.98,59.36,51.68,7,61.67,2025-08-08
STU_99ae6ebf,SUB_PHY_117,TCH_fc41ed5e,67.04,92.66,82.88,6,80.86,2025-06-24
STU_d5751e92,SUB_ENG_307,TCH_be7faa8a,98.06,69.96,74.09,9,80.7,2025-02-25
STU_d5751e92,SUB_MAT_392,TCH_82b5b2da,92.75,56.93,82.08,7,77.25,2025-05-18
STU_d5751e92,SUB_PHY_117,TCH_b9608476,65.56,82.1,76.42,9,74.69,2025-08-09
STU_d5751e92,SUB_HIS_105,TCH_82b5b2da,89.57,84.4,67.84,8,80.6,2025-09-11
STU_7f2b0b48,SUB_COM_142,TCH_b0dd4864,71.15,74.41,95.61,8,80.39,2025-04-19
STU_7f2b0b48,SUB_ENG_307,TCH_7602e517,99.69,81.75,94.21,7,91.88,2025-03-26
STU_7f2b0b48,SUB_HIS_105,TCH_b0dd4864,69.65,84.79,80.68,7,78.37,2025-07-22
STU_82f2f124,SUB_MAT_392,TCH_7602e517,62.99,52.33,91.62,9,68.98,2025-07-02
STU_82f2f124,SUB_COM_142,TCH_82b5b2da,59.62,89.3,52.4,7,67.11,2025-01-28
STU_82f2f124,SUB_ENG_307,TCH_b9608476,59.79,56.28,70.71,9,62.26,2025-11-06
STU_82f2f124,SUB_PHY_117,TCH_61765dbd,75.21,95.7,51.37,8,74.09,2025-08-08
STU_48ceaa21,SUB_PHY_117,TCH_fc41ed5e,94.42,60.25,90.42,7,81.7,2025-02-21
STU_48ceaa21,SUB_MAT_392,TCH_82b5b2da,60.02,74.02,75.13,8,69.72,2025-05-31
STU_48ceaa21,SUB_ENG_307,TCH_b0dd4864,86.65,77.27,65.16,9,76.36,2025-10-06
STU_48ceaa21,SUB_COM_142,TCH_59cac908,77.37,71.51,90.91,7,79.93,2025-02-25
STU_cfc6b6d1,SUB_COM_142,TCH_61765dbd,84.53,53.3,93.03,8,76.95,2025-04-06
STU_cfc6b6d1,SUB_PHY_117,TCH_7602e517,55.2,88.61,55.38,8,66.4,2025-01-16
STU_cfc6b6d1,SUB_ART_886,TCH_b9608476,54.53,96.22,52.77,8,67.84,2025-04-28
STU_cfc6b6d1,SUB_HIS_105,TCH_82b5b2da,92.66,62.72,99.78,9,85.05,2025-05-23
STU_cfc6b6d1,SUB_MAT_392,TCH_b9608476,57.71,94.94,61.72,7,71.46,2025-01-15
STU_646ae904,SUB_PHY_117,TCH_2b2625e5,88.3,98.86,99.74,9,95.63,2025-10-08
STU_646ae904,SUB_MAT_392,TCH_b9608476,65.65,56.77,99.52,8,73.98,2025-01-14
STU_646ae904,SUB_ENG_307,TCH_fc41ed5e,98.78,78.97,57.0,8,78.25,2025-08-24
STU_646ae904,SUB_CHE_148,TCH_be7faa8a,73.86,81.93,81.65,6,79.15,2025-01-16
STU_646ae904,SUB_BIO_910,TCH_7602e517,61.16,71.81,98.96,10,77.31,2025-05-01
STU_8708b3cc,SUB_HIS_105,TCH_2b2625e5,56.98,87.85,80.99,9,75.27,2025-11-05
STU_8708b3cc,SUB_BIO_910,TCH_59cac908,74.92,92.37,60.36,6,75.88,2025-03-29
STU_8708b3cc,SUB_PHY_117,TCH_b9608476,67.3,59.13,96.87,7,74.43,2025-08-31
STU_8708b3cc,SUB_CHE_148,TCH_82b5b2da,89.15,89.22,54.4,7,77.59,2025-05-25
STU_01d2e1ea,SUB_HIS_105,TCH_7602e517,65.05,67.9,67.63,7,66.86,2025-07-01
STU_01d2e1ea,SUB_BIO_910,TCH_be7faa8a,50.54,81.72,65.61,7,65.96,2025-09-10
STU_01d2e1ea,SUB_ENG_307,TCH_61765dbd,79.16,97.12,68.82,8,81.7,2025-02-27
STU_fc178416,SUB_HIS_105,TCH_59cac908,88.81,97.45,84.7,9,90.32,2025-03-10
STU_fc178416,SUB_ART_886,TCH_82b5b2da,94.95,70.25,59.77,9,74.99,2025-01-27
STU_fc178416,SUB_ENG_307,TCH_82b5b2da,78.98,59.67,81.22,10,73.29,2025-05-09
STU_fc178416,SUB_COM_142,TCH_29eb2101,86.8,94.29,86.23,7,89.11,2025-01-19
STU_fc178416,SUB_BIO_910,TCH_61765dbd,51.27,70.82,63.49,7,61.86,2025-06-09
STU_8349aed3,SUB_COM_142,TCH_29eb2101,76.47,54.88,76.33,10,69.23,2025-09-07
STU_8349aed3,SUB_CHE_148,TCH_59cac908,74.75,72.09,72.64,8,73.16,2025-10-11
STU_8349aed3,SUB_ENG_307,TCH_fc41ed5e,92.54,75.51,95.65,8,87.9,2025-07-12
STU_cb37e059,SUB_PHY_117,TCH_7602e517,77.48,95.21,80.32,9,84.34,2025-06-10
STU_cb37e059,SUB_COM_142,TCH_2b2625e5,61.71,99.66,68.86,8,76.74,2025-05-23
STU_cb37e059,SUB_HIS_105,TCH_2b2625e5,72.6,75.79,80.36,7,76.25,2025-06-04
STU_886ce8a3,SUB_BIO_910,TCH_2b2625e5,80.95,63.57,89.7,7,78.07,2025-10-17
STU_886ce8a3,SUB_CHE_148,TCH_2b2625e5,96.33,92.45,68.56,9,85.78,2025-11-10
STU_886ce8a3,SUB_ENG_307,TCH_be7faa8a,93.64,60.49,81.31,7,78.48,2025-01-19
STU_886ce8a3,SUB_COM_142,TCH_b9608476,57.94,82.9,94.91,9,78.58,2025-01-31
STU_1f7301cb,SUB_BIO_910,TCH_2b2625e5,55.44,72.7,67.73,8,65.29,2025-02-11
STU_1f7301cb,SUB_HIS_105,TCH_b0dd4864,95.54,63.1,84.44,8,81.03,2025-10-22
STU_1f7301cb,SUB_ART_886,TCH_29eb2101,60.37,96.8,83.82,5,80.33,2025-09-04
STU_1f7301cb,SUB_COM_142,TCH_7602e517,83.18,91.72,85.67,10,86.86,2025-05-12
STU_209f0e48,SUB_HIS_105,TCH_59cac908,67.8,69.2,93.36,5,76.79,2025-03-04
STU_209f0e48,SUB_ART_886,TCH_7602e517,79.86,81.01,90.64,10,83.84,2025-08-11
STU_209f0e48,SUB_BIO_910,TCH_59cac908,81.5,79.05,95.59,9,85.38,2025-05-09
STU_08682738,SUB_ART_886,TCH_82b5b2da,95.19,65.84,84.8,7,81.94,2025-05-23
STU_08682738,SUB_PHY_117,TCH_2b2625e5,76.28,95.14,57.14,8,76.19,2025-10-31
STU_08682738,SUB_CHE_148,TCH_fc41ed5e,96.68,64.28,53.83,7,71.6,2025-04-24
STU_dc1b0f36,SUB_COM_142,TCH_2b2625e5,68.9,82.89,76.05,8,75.95,2025-09-29
STU_dc1b0f36,SUB_ENG_307,TCH_2b2625e5,84.74,88.45,90.19,8,87.79,2025-07-04
STU_dc1b0f36,SUB_BIO_910,TCH_7602e517,79.53,56.59,69.28,8,68.47,2025-03-18
STU_dc1b0f36,SUB_ART_886,TCH_82b5b2da,78.73,82.66,64.0,7,75.13,2025-09-03
STU_076a7814,SUB_COM_142,TCH_b0dd4864,69.65,50.91,75.81,9,65.46,2025-03-05
STU_076a7814,SUB_HIS_105,TCH_59cac908,68.0,69.66,62.5,8,66.72,2025-07-25
STU_076a7814,SUB_ENG_307,TCH_82b5b2da,57.81,55.52,60.4,6,57.91,2025-10-04
STU_a130f2c5,SUB_ENG_307,TCH_7602e517,71.56,63.49,65.18,8,66.74,2025-06-19
STU_a130f2c5,SUB_MAT_392,TCH_29eb2101,78.5,75.5,51.7,10,68.57,2025-09-05
STU_a130f2c5,SUB_PHY_117,TCH_7602e517,78.17,95.02,79.17,8,84.12,2025-07-06
STU_a130f2c5,SUB_CHE_148,TCH_fc41ed5e,65.77,72.72,53.66,9,64.05,2025-09-24
STU_a130f2c5,SUB_BIO_910,TCH_b0dd4864,58.46,68.55,93.66,9,73.56,2025-08-01
STU_5baddf20,SUB_HIS_105,TCH_b9608476,84.53,88.05,64.26,7,78.95,2025-04-22
STU_5baddf20,SUB_ENG_307,TCH_82b5b2da,78.78,99.4,80.06,9,86.08,2025-04-17
STU_5baddf20,SUB_ART_886,TCH_82b5b2da,59.78,74.55,75.38,8,69.9,2025-10-26
STU_f238aef0,SUB_ENG_307,TCH_82b5b2da,52.52,60.3,91.47,6,68.1,2025-07-14
STU_f238aef0,SUB_MAT_392,TCH_61765dbd,99.82,73.52,96.14,9,89.83,2025-02-17
STU_f238aef0,SUB_BIO_910,TCH_59cac908,71.76,59.51,59.25,8,63.51,2025-05-07
STU_f238aef0,SUB_CHE_148,TCH_b9608476,91.75,56.23,75.77,5,74.58,2025-08-03
STU_f238aef0,SUB_ART_886,TCH_fc41ed5e,55.14,69.97,87.57,8,70.89,2025-06-28
STU_2f901aa6,SUB_BIO_910,TCH_fc41ed5e,54.26,87.6,53.5,8,65.12,2025-11-08
STU_2f901aa6,SUB_MAT_392,TCH_82b5b2da,98.17,98.6,58.58,8,85.12,2025-07-21
STU_2f901aa6,SUB_COM_142,TCH_82b5b2da,89.12,96.27,86.02,8,90.47,2025-07-16
STU_2f901aa6,SUB_PHY_117,TCH_7602e517,68.52,95.63,62.53,6,75.56,2025-06-12
STU_62479fb4,SUB_HIS_105,TCH_b0dd4864,74.91,91.86,94.11,5,86.96,2025-10-07
STU_62479fb4,SUB_COM_142,TCH_82b5b2da,54.52,76.2,90.6,8,73.77,2025-07-22
STU_62479fb4,SUB_ENG_307,TCH_b9608476,89.77,56.84,69.69,8,72.1,2025-08-22
STU_f4f905f9,SUB_BIO_910,TCH_fc41ed5e,63.45,59.79,88.25,7,70.5,2025-04-18
STU_f4f905f9,SUB_PHY_117,TCH_b0dd4864,91.36,58.86,57.18,10,69.13,2025-01-04
STU_f4f905f9,SUB_MAT_392,TCH_7602e517,58.03,68.46,95.19,8,73.89,2025-10-18
STU_a25df7dc,SUB_HIS_105,TCH_b9608476,95.7,62.61,77.04,9,78.45,2025-03-26
STU_a25df7dc,SUB_ENG_307,TCH_b9608476,72.64,53.78,58.82,9,61.75,2025-01-06
STU_a25df7dc,SUB_COM_142,TCH_2b2625e5,94.03,79.94,89.13,8,87.7,2025-11-03
STU_9e58a49e,SUB_MAT_392,TCH_7602e517,68.0,79.23,65.96,8,71.06,2025-08-30
STU_9e58a49e,SUB_COM_142,TCH_b9608476,71.25,75.61,99.1,8,81.99,2025-07-12
STU_9e58a49e,SUB_PHY_117,TCH_61765dbd,85.64,97.26,98.99,8,93.96,2025-09-10
STU_0cdb9e31,SUB_COM_142,TCH_7602e517,51.57,69.49,91.04,9,70.7,2025-07-23
STU_0cdb9e31,SUB_PHY_117,TCH_b0dd4864,90.69,71.15,73.18,9,78.34,2025-04-28
STU_0cdb9e31,SUB_ENG_307,TCH_61765dbd,88.74,82.51,77.96,7,83.07,2025-06-10
STU_ac8e0080,SUB_ART_886,TCH_2b2625e5,52.09,62.25,54.15,8,56.16,2025-07-04
STU_ac8e0080,SUB_COM_142,TCH_2b2625e5,85.83,79.63,80.81,7,82.09,2025-10-25
STU_ac8e0080,SUB_ENG_307,TCH_82b5b2da,85.7,61.62,92.13,9,79.82,2025-09-26
STU_ac8e0080,SUB_PHY_117,TCH_82b5b2da,79.19,73.68,75.55,9,76.14,2025-05-13
STU_7d8743c9,SUB_COM_142,TCH_7602e517,96.61,83.03,74.8,7,84.81,2025-08-27
STU_7d8743c9,SUB_PHY_117,TCH_fc41ed5e,66.42,97.43,76.42,8,80.09,2025-03-31
STU_7d8743c9,SUB_ENG_307,TCH_59cac908,88.83,90.49,98.97,10,92.76,2025-04-11
STU_7d8743c9,SUB_HIS_105,TCH_29eb2101,76.91,71.78,95.65,8,81.45,2025-01-18
STU_0584026b,SUB_BIO_910,TCH_29eb2101,78.94,66.85,83.45,8,76.41,2025-08-05
STU_0584026b,SUB_HIS_105,TCH_2b2625e5,66.34,64.14,78.11,9,69.53,2025-01-15
STU_0584026b,SUB_ART_886,TCH_61765dbd,62.72,54.62,50.56,10,55.97,2025-11-20
STU_0584026b,SUB_MAT_392,TCH_59cac908,92.29,85.4,60.28,7,79.32,2025-03-04
STU_d3a764df,SUB_MAT_392,TCH_b0dd4864,69.46,62.63,60.07,7,64.05,2025-08-17
STU_d3a764df,SUB_PHY_117,TCH_82b5b2da,94.78,65.67,73.33,8,77.93,2025-09-04
STU_d3a764df,SUB_HIS_105,TCH_2b2625e5,65.25,66.1,69.83,9,67.06,2025-07-02
STU_d3a764df,SUB_BIO_910,TCH_2b2625e5,88.99,88.2,69.96,8,82.38,2025-07-18
STU_7a222f06,SUB_HIS_105,TCH_61765dbd,75.31,78.19,98.81,9,84.1,2025-05-15
STU_7a222f06,SUB_CHE_148,TCH_fc41ed5e,89.25,99.96,58.09,9,82.43,2025-02-19
STU_7a222f06,SUB_MAT_392,TCH_61765dbd,81.81,72.06,84.3,8,79.39,2025-04-10
STU_bfe64e67,SUB_ART_886,TCH_2b2625e5,59.9,62.59,88.74,9,70.41,2025-07-28
STU_bfe64e67,SUB_COM_142,TCH_82b5b2da,72.54,81.95,71.01,9,75.17,2025-09-25
STU_bfe64e67,SUB_CHE_148,TCH_29eb2101,95.38,74.53,75.12,7,81.68,2025-10-14
STU_bfe64e67,SUB_MAT_392,TCH_fc41ed5e,56.55,60.65,77.4,6,64.87,2025-03-20
STU_bfe64e67,SUB_HIS_105,TCH_be7faa8a,99.11,73.4,98.87,9,90.46,2025-10-30
STU_c0e50b35,SUB_MAT_392,TCH_fc41ed5e,94.75,81.51,70.3,7,82.19,2025-08-12
STU_c0e50b35,SUB_ART_886,TCH_be7faa8a,83.26,59.58,89.8,6,77.55,2025-10-15
STU_c0e50b35,SUB_PHY_117,TCH_2b2625e5,87.14,58.5,57.02,5,67.55,2025-03-28
STU_c0e50b35,SUB_COM_142,TCH_61765dbd,86.02,94.3,81.02,7,87.11,2025-11-02
STU_5a4e6e6c,SUB_ENG_307,TCH_82b5b2da,72.54,77.04,53.19,9,67.59,2025-08-24
STU_5a4e6e6c,SUB_PHY_117,TCH_b0dd4864,74.57,81.08,58.14,8,71.26,2025-05-28
STU_5a4e6e6c,SUB_ART_886,TCH_7602e517,52.69,95.06,84.33,7,77.36,2025-06-22
STU_5a4e6e6c,SUB_COM_142,TCH_2b2625e5,91.91,89.67,92.55,7,91.38,2025-05-09
STU_145a0fec,SUB_HIS_105,TCH_2b2625e5,60.64,63.46,59.34,8,61.15,2025-04-15
STU_145a0fec,SUB_BIO_910,TCH_b9608476,56.28,87.96,94.36,7,79.53,2025-05-19
STU_145a0fec,SUB_CHE_148,TCH_29eb2101,51.05,62.69,61.01,9,58.25,2025-02-24
STU_145a0fec,SUB_PHY_117,TCH_2b2625e5,89.51,53.75,79.09,9,74.12,2025-02-21
STU_ddd9e76f,SUB_PHY_117,TCH_be7faa8a,88.12,96.38,77.39,8,87.3,2025-02-06
STU_ddd9e76f,SUB_MAT_392,TCH_59cac908,72.25,59.18,91.24,8,74.22,2025-01-31
STU_ddd9e76f,SUB_COM_142,TCH_59cac908,87.68,81.25,66.65,9,78.53,2025-04-21
STU_bbad0061,SUB_ENG_307,TCH_2b2625e5,68.02,81.77,73.69,7,74.49,2025-03-11
STU_bbad0061,SUB_ART_886,TCH_2b2625e5,99.68,80.44,89.1,7,89.74,2025-05-30
STU_bbad0061,SUB_CHE_148,TCH_82b5b2da,51.38,96.4,54.22,6,67.33,2025-05-10
STU_bbad0061,SUB_HIS_105,TCH_b0dd4864,82.73,77.04,93.05,9,84.27,2025-11-16
STU_bbad0061,SUB_BIO_910,TCH_fc41ed5e,99.01,90.01,59.83,8,82.95,2025-04-24
STU_cdfdc13b,SUB_CHE_148,TCH_59cac908,77.11,71.01,55.4,7,67.84,2025-09-09
STU_cdfdc13b,SUB_COM_142,TCH_82b5b2da,78.42,80.74,50.56,7,69.91,2025-05-14
STU_cdfdc13b,SUB_PHY_117,TCH_b0dd4864,99.26,63.5,87.16,10,83.31,2025-08-01
STU_cdfdc13b,SUB_ART_886,TCH_b9608476,86.87,63.74,98.33,10,82.98,2025-04-04
STU_61cdeb43,SUB_MAT_392,TCH_82b5b2da,56.75,85.12,66.66,9,69.51,2025-06-19
STU_61cdeb43,SUB_COM_142,TCH_82b5b2da,85.19,69.52,76.51,8,77.07,2025-01-30
STU_61cdeb43,SUB_BIO_910,TCH_29eb2101,61.48,80.92,85.19,8,75.86,2025-07-20
STU_61cdeb43,SUB_ART_886,TCH_2b2625e5,95.38,77.32,85.25,6,85.98,2025-01-16
STU_61cdeb43,SUB_PHY_117,TCH_b9608476,83.05,87.56,89.76,8,86.79,2025-06-22
STU_a000e7d1,SUB_MAT_392,TCH_2b2625e5,91.24,62.2,97.72,5,83.72,2025-07-05
STU_a000e7d1,SUB_ART_886,TCH_29eb2101,84.63,88.42,96.06,8,89.7,2025-10-07
STU_a000e7d1,SUB_CHE_148,TCH_29eb2101,93.53,99.71,65.04,6,86.09,2025-01-15
